artist,album,track,listen_date,genre
Milo,things that happen at day // things that happen at night,Almond Milk Paradise,"29 May 2018, 17:42","Hip-Hop,rap,Conscious Rap,nerd hop,hip hop,conscious hip-hop,experimental hip-hop,underground hip-hop,nerdcore,electronic"
Haley Blais,Let Yourself Go,Seventeen,"29 May 2018, 17:39","indie,folk,singer-songwriter,canada,acoustic,Canadian,covers,indie-pop,ukulele"
dandelion hands,19,My Incredibly Nerdy Cute Lil Lady,"29 May 2018, 17:37","indie,acoustic,Lo-Fi,folk,Bandcamp,bummer,list-en,sadcore,free,american"
Sea Ghost,SG,COWBOY HAT,"29 May 2018, 17:33","indie pop,atlanta,ghost"
Jeff Mangum,Live at Jittery Joe's,Engine,"29 May 2018, 17:29","seen live,indie,Elephant 6,Lo-Fi,singer-songwriter,folk,indie rock,athens,jeff mangum,indie pop"
Moses Campbell,Who Are You? Who Is Anyone?,Wallflower,"29 May 2018, 17:24","seen live,indie,5432fun,punk,alternative,indie pop,indie rock,acoustic,Lo-Fi,Awesome"
Psychic Babble,My Brother's Ears/My Sister's Eyes,Five Fold Kiss (Don't Sleep),"29 May 2018, 17:19","dream pop,experimental,indie,pop,psychedelic,chill out,circa,Survive,pyschic,rock"
Title Fight,Floral Green,Head In The Ceiling Fan,"29 May 2018, 17:15","melodic hardcore,pop punk,punk,hardcore,seen live,punk rock,shoegaze,emo,post-hardcore,hardcore punk"
Indoor Creature,Dreams or Whatever,Dreams or Whatever,"29 May 2018, 17:12",
Microwave,Much Love,Dull,"29 May 2018, 17:08","rock,vietnamese,emo,Nu Metal,alternative rock,vietnam,indie rock,seen live,indie,punk"
Candy Hearts,All The Ways You Let Me Down,I Miss You,"29 May 2018, 17:05","pop punk,female vocalists,power pop,punk,indie,seen live,punk rock,Pop-punk,pop,rock"
Alex Greenwald,Yo,On My Own,"29 May 2018, 15:48","not sexy,fucking ugly,seen live,Officially Shit,fucking sexy,LA,phantom planet,musicians I would bang,eye candy,dream lover boy"
Headphones,Headphones,I Never Wanted You,"29 May 2018, 15:44","indie,electronic,indie pop,seen live,David Bazan,indie rock,seattle,Lo-Fi,rock,winter"
Owen,Other People's Songs,Borne on the FM Waves of the Heart,"29 May 2018, 15:40","indie,acoustic,singer-songwriter,emo,seen live,indie rock,kinsella,folk,Mike Kinsella,indie pop"
adult mom,Momentary Lapse of Happily,Be Your Own 3am,"29 May 2018, 15:38","Lo-Fi,folk,female vocalists,indie pop,bedroom pop,seen live,bedroom,5432fun,non-binary,indie"
And The Kids,Friends Share Lovers,I Can't Tell What The Time is Telling Me,"29 May 2018, 15:33","seen live,indie,post-punk,american"
Nouns,still bummed,dogs,"29 May 2018, 15:29","emo,Lo-Fi,noise pop,midwest emo,punk,alternative,indie rock,noise rock,indie,instrumental"
The Microphones,"The Glow, Pt. 2",I Felt Your Shape,"29 May 2018, 15:27","Lo-Fi,indie,folk,experimental,indie rock,seen live,singer-songwriter,indie folk,rock,indie pop"
Mom Jeans.,Best Buds,Vape Nation,"29 May 2018, 15:24","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Kississippi,"We Have No Future, We're All Doomed",GREYHOUND,"29 May 2018, 15:20","indie,Philadelphia,folk,indie pop,indie rock,USA,american,indie folk,female vocalist,us"
Frankie Cosmos,Vessel,Jesse,"29 May 2018, 15:17","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Frankie Cosmos,Vessel,Caramelize,"29 May 2018, 15:13","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Frankie Cosmos,Zentropy,Leonie,"29 May 2018, 15:11","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Frankie Cosmos,Vessel,Apathy,"29 May 2018, 15:09","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Frankie Cosmos,Next Thing,On the Lips,"29 May 2018, 15:07","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Frankie Cosmos,Next Thing,Too Dark,"29 May 2018, 15:04","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Frankie Cosmos,Next Thing,Outside With the Cuties,"29 May 2018, 15:01","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Frankie Cosmos,Fit Me In,Young,"29 May 2018, 14:59","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Frankie Cosmos,Next Thing,Fool,"29 May 2018, 14:57","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Japanese Breakfast,Soft Sounds From Another Planet,Diving Woman,"29 May 2018, 14:50","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Jimmy Fallon Big!,"29 May 2018, 14:31","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,12 Steps,"29 May 2018, 14:28","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Boyish,"29 May 2018, 14:24","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Soft Sounds from Another Planet,"29 May 2018, 14:21","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Planetary Ambience,"29 May 2018, 14:20","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Machinist,"29 May 2018, 14:16","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Road Head,"29 May 2018, 14:13","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Diving Woman,"29 May 2018, 14:04","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Here Come the Tubular Bells,"29 May 2018, 14:03","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,This House,"29 May 2018, 14:00","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Till Death,"29 May 2018, 13:57","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,The Body Is a Blade,"29 May 2018, 13:54","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,The Body Is a Blade,"29 May 2018, 13:47","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Jimmy Fallon Big!,"29 May 2018, 13:44","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,12 Steps,"29 May 2018, 13:42","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Boyish,"29 May 2018, 13:38","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Soft Sounds from Another Planet,"29 May 2018, 13:35","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Planetary Ambience,"29 May 2018, 13:34","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Machinist,"29 May 2018, 13:30","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Road Head,"29 May 2018, 13:27","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Soft Sounds From Another Planet,Diving Woman,"29 May 2018, 13:20","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Gleemer,No Goodbyes,Shoulder Pads,"29 May 2018, 03:29","shoegaze,dream pop,alternative rock,USA,Lo-Fi,under 2000 listeners,my bloody valentine,United States,bedroom pop,lo-fi pop"
Kississippi,"We Have No Future, We're All Doomed",GREYHOUND,"29 May 2018, 03:25","indie,Philadelphia,folk,indie pop,indie rock,USA,american,indie folk,female vocalist,us"
Sea Ghost,SG,COWBOY HAT,"29 May 2018, 03:21","indie pop,atlanta,ghost"
Microwave,Much Love,Dull,"29 May 2018, 03:18","rock,vietnamese,emo,Nu Metal,alternative rock,vietnam,indie rock,seen live,indie,punk"
Chase Huglin,Glow,Shae,"29 May 2018, 03:14","acoustic,indie,emo,indie folk,under 2000 listeners"
Mitski,Puberty 2,Your Best American Girl,"29 May 2018, 02:02","seen live,indie rock,indie,dream pop,indie pop,female vocalists,rock,singer-songwriter,Garage Rock,art pop"
Japanese Breakfast,Psychopomp,In Heaven,"28 May 2018, 17:02","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,In Heaven,"27 May 2018, 18:30","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,In Heaven,"27 May 2018, 17:29","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,In Heaven,"27 May 2018, 17:25","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Maroon 5,It Won't Be Soon Before Long.,Back at Your Door,"27 May 2018, 16:11","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
Glee Cast,"Glee: The Music, Volume 1",Defying Gravity (Glee Cast Version),"27 May 2018, 16:09","musical,Soundtrack,glee,cover,Glee Cast,pop,american,female vocalists,male vocalists,rock"
Andy Grammer,Andy Grammer,Fine By Me,"27 May 2018, 16:06","pop,singer-songwriter,acoustic,seen live,los angeles,american,Mellow,happy,male vocalist,male vocalists"
Julien Baker,Turn Out the Lights,Appointments,"27 May 2018, 16:03","indie,singer-songwriter,seen live,folk,acoustic,indie folk,female vocalists,alternative rock,emo,slowcore"
The Menzingers,After the Party,Charlie's Army,"26 May 2018, 15:42","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
The Menzingers,After the Party,Bad Catholics,"26 May 2018, 15:39","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
The Menzingers,After the Party,Thick As Thieves,"26 May 2018, 15:36","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
The Menzingers,On the Impossible Past,Good Things,"26 May 2018, 15:34","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
The Menzingers,After the Party,Midwestern States,"26 May 2018, 15:30","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
The Menzingers,After the Party,Your Wild Years,"26 May 2018, 15:26","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
The Menzingers,After the Party,Lookers,"26 May 2018, 15:23","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
The Menzingers,After the Party,Tellin' Lies,"26 May 2018, 15:19","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
The Menzingers,After the Party,After the Party,"26 May 2018, 15:15","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
The Menzingers,Rented World,I Don't Wanna Be An Asshole Anymore,"26 May 2018, 15:12","punk rock,punk,seen live,pop punk,melodic punk,orgcore,rock,american,Pop-punk,Pennsylvania"
The National,Fake Empire (Live in Brussels),Fake Empire (Live in Brussels),"26 May 2018, 15:03","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,This Is the Last Time,"26 May 2018, 14:58","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Dark Side of the Gym,"26 May 2018, 14:55","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Nobody Else Will Be There,"26 May 2018, 14:50","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Day I Die,"26 May 2018, 14:24","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Hard to Find,"25 May 2018, 17:48","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Pink Rabbits,"25 May 2018, 17:43","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Humiliation,"25 May 2018, 17:38","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,I Need My Girl,"25 May 2018, 17:34","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Slipped,"25 May 2018, 17:29","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Graceless,"25 May 2018, 17:24","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Graceless,"25 May 2018, 15:28","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,This Is the Last Time,"25 May 2018, 15:24","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Heavenfaced,"25 May 2018, 15:19","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Sea of Love,"25 May 2018, 15:16","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Fireproof,"25 May 2018, 15:13","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Don't Swallow the Cap,"25 May 2018, 15:08","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,Demons,"25 May 2018, 15:04","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Trouble Will Find Me,I Should Live in Salt,"25 May 2018, 14:21","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Sleep Well Beast,"25 May 2018, 14:14","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Dark Side of the Gym,"25 May 2018, 14:09","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Carin at the Liquor Store,"25 May 2018, 14:01","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Guilty Party,"25 May 2018, 13:19","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,I'll Still Destroy You,"25 May 2018, 13:13","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Empire Line,"25 May 2018, 13:07","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Turtleneck,"25 May 2018, 13:04","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Born to Beg,"25 May 2018, 13:00","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,The System Only Dreams in Total Darkness,"25 May 2018, 12:56","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Walk It Back,"25 May 2018, 12:50","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Day I Die,"25 May 2018, 12:44","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
The National,Sleep Well Beast,Nobody Else Will Be There,"25 May 2018, 12:39","seen live,indie rock,indie,alternative,rock,alternative rock,post-punk,american,Alt-country,Post-punk revival"
Bomb the Music Industry!,Album Minus Band,Future 86,"25 May 2018, 12:34","ska,punk,ska punk,seen live,punk rock,skacore,hardcore,indie,ska-punk,hardcore punk"
The Hotelier,"Home, Like Noplace Is There",Your Deep Rest,"25 May 2018, 11:12","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Phoenix,Wolfgang Amadeus Phoenix,1901,"25 May 2018, 11:09","indie,french,indie pop,seen live,electronic,rock,indie rock,alternative,pop,alternative rock"
Kesha,Warrior (Deluxe Version),Thinking Of You,"25 May 2018, 11:06","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
blink-182,Neighborhoods (Deluxe Version),Natives,"25 May 2018, 11:02","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
The Hotelier,Goodness,"Goodness, Pt. 2","25 May 2018, 10:57","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
The 1975,The 1975 (Deluxe Version),Girls,"25 May 2018, 10:53","indie,indie rock,seen live,british,alternative,Manchester,rock,alternative rock,indie pop,pop"
Fall Out Boy,From Under the Cork Tree,Of All the Gin Joints in All the World,"25 May 2018, 10:50","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Circa Waves,T-Shirt Weather,Young Chasers,"25 May 2018, 10:48","seen live,indie,indie rock,british,rock,england,seenlive,UK,britpop,liverpool"
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Magic (feat. Rivers Cuomo),"25 May 2018, 10:44","Hip-Hop,rap,hip hop,Dirty South,atlanta,seen live,american,pop,male vocalists,alternative hip-hop"
blink-182,Neighborhoods (Deluxe Explicit Version),Ghost on the Dance Floor,"25 May 2018, 10:40","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Japanese Breakfast,Psychopomp,In Heaven,"25 May 2018, 01:21","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,In Heaven,"25 May 2018, 00:18","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,In Heaven,"25 May 2018, 00:14","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Japanese Breakfast,Psychopomp,In Heaven,"24 May 2018, 23:02","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Maroon 5,Hands All Over (Deluxe),Never Gonna Leave This Bed,"24 May 2018, 22:57","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
Adele,21,Turning Tables,"24 May 2018, 22:53","soul,female vocalists,british,singer-songwriter,indie,pop,Adele,jazz,acoustic,female vocalist"
Say Anything,Is A Real Boy,A Walk Through Hell,"24 May 2018, 22:49","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Mumford & Sons,Wilder Mind,The Wolf,"24 May 2018, 22:46","folk,indie,british,acoustic,seen live,bluegrass,indie folk,folk rock,alternative,rock"
Say Anything,Is A Real Boy,The Futile,"24 May 2018, 22:43","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Florence + the Machine,Songs From Final Fantasy XV,Stand By Me,"24 May 2018, 22:37","indie,female vocalists,alternative,british,indie pop,seen live,pop,indie rock,singer-songwriter,folk"
Taylor Swift,Speak Now (Deluxe Edition),Mean,"24 May 2018, 22:34","country,pop,female vocalists,singer-songwriter,acoustic,taylor swift,country pop,american,seen live,female"
The Strokes,Is This It,Last Nite,"24 May 2018, 22:13","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
Avicii,Levels,Levels,"24 May 2018, 22:07","House,electronic,dance,Progressive House,electro house,swedish,seen live,electronica,EDM,club"
The Strokes,Is This It,Someday,"24 May 2018, 22:03","indie rock,rock,indie,alternative,alternative rock,seen live,Garage Rock,The Strokes,american,new york"
The Color and Sound,Peace of Mind,Cigarettes,"24 May 2018, 22:00",indie
blink-182,Enema of the State,Aliens Exist,"24 May 2018, 21:56","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
The Killers,Day & Age,Spaceman,"24 May 2018, 21:51","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
Mock Orange,Disguised As Ghosts,End Of The World,"24 May 2018, 21:47","indie,indie rock,emo,rock,american,alternative,alternative rock,seen live,indie emo,post-hardcore"
Walk the Moon,Shut Up and Dance,Shut Up and Dance,"24 May 2018, 21:44","indie rock,indie,indie pop,american,seen live,alternative,rock,pop,alternative rock,male vocalists"
Kesha,Warrior (Deluxe Version),Die Young,"24 May 2018, 21:40","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
Calvin Harris,18 Months,I Need Your Love,"24 May 2018, 21:37","electronic,dance,electro,Disco,seen live,electronica,british,Scottish,House,pop"
Grouplove,Spreading Rumours,Schoolboy,"24 May 2018, 21:33","indie,indie rock,indie pop,alternative,rock,seen live,american,alternative rock,pop,male vocalists"
blink-182,Blink-182 (Explicit Version) [Explicit Version],Feeling This,"24 May 2018, 21:30","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
fun.,Some Nights (Spotify Exclusive),Some Nights,"24 May 2018, 21:25","indie pop,indie,alternative,pop,rock,seen live,american,indie rock,male vocalists,fun"
Joyce Manor,Never Hungover Again,Heart Tattoo,"24 May 2018, 21:23","pop punk,punk,emo,punk rock,indie rock,seen live,indie,rock,jortscore,Pop-punk"
Fall Out Boy,Take This to Your Grave,Dead on Arrival,"24 May 2018, 21:20","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Tokyo Police Club,Elephant Shell,Tessellate,"24 May 2018, 21:17","indie rock,indie,seen live,Canadian,post-punk,alternative,rock,alternative rock,canada,Post punk"
Brand New,Deja Entendu,The Quiet Things That No One Ever Knows,"24 May 2018, 21:13","emo,rock,alternative,seen live,indie,indie rock,alternative rock,punk,Brand New,pop punk"
Into It. Over It.,52 Weeks,Anchor,"24 May 2018, 21:11","emo,indie,seen live,acoustic,indie rock,Twinkle daddies,pop punk,singer-songwriter,midwest emo,rock"
Maroon 5,Hands All Over (Deluxe),If I Ain’t Got You - Live,"24 May 2018, 20:33","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
Train,Drops of Jupiter,Drops of Jupiter,"24 May 2018, 20:28","rock,alternative rock,alternative,pop,indie,pop rock,seen live,train,american,90s"
Modern Baseball,You're Gonna Miss It All,Rock Bottom,"24 May 2018, 20:24","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Hozier,Hozier,From Eden,"24 May 2018, 20:16","blues,indie,soul,singer-songwriter,irish,seen live,indie rock,rock,alternative,folk"
Fall Out Boy,Take This to Your Grave,Grand Theft Autumn/Where Is Your Boy,"24 May 2018, 20:11","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Panic! at the Disco,Pretty. Odd.,Nine In The Afternoon - Radio Mix,"24 May 2018, 20:08","rock,alternative,emo,pop punk,indie,seen live,alternative rock,punk,indie rock,dance"
Marlon Williams,Make Way For Love,What's Chasing You,"24 May 2018, 20:05","seen live,New Zealand,country,singer-songwriter,folk,bluegrass,Alt-country,americana,blues,guitar"
George Ezra,Wanted on Voyage,Barcelona,"24 May 2018, 20:01","indie,folk,singer-songwriter,british,seen live,indie folk,male vocalists,pop,rock,UK"
Dillinger Four,C I V I L W A R,Gainesville,"24 May 2018, 13:54","punk,punk rock,pop punk,seen live,melodic punk,Minnesota,orgcore,rock,melodic hardcore,hardcore"
The Ergs!,Dork Rock Cork Rod,"A Very Pretty Song for a Very Special Young Lady, Pt. 2","24 May 2018, 13:52","pop punk,punk,punk rock,seen live,new jersey,Pop-punk,american,rock,melodic punk,jortscore"
Frankie Cosmos,Zentropy,Buses Splash With Rain,"24 May 2018, 13:50","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Lincoln,A Constant State of Ohio,How I Survived Bobby Mackey's Personal Hell,"24 May 2018, 13:47","emo,hardcore,post-hardcore,screamo,90s emo,indie,rock,morgantown,fourfa,seen live"
The Shivers,Forever Is A Word,Puppy Dog,"24 May 2018, 13:42","indie folk,beautiful,folk,anti-childbirth,seen live,indie,summer love,indie rock,wonderful,asexual"
Glitterer,Not Glitterer,Did Not,"24 May 2018, 13:41","indie,punk,electro"
Iron Chic,"Split (Iron Chic, Low Culture) - EP",L'esprit de L'escalier,"24 May 2018, 13:37","punk rock,pop punk,punk,orgcore,seen live,indie rock,Pop-punk,melodic punk,new york,american"
Pianos Become the Teeth,Keep You,Ripple Water Shine,"24 May 2018, 13:33","screamo,post-rock,post-hardcore,indie,seen live,post-rock screamo,emo,art screamo,hardcore,real screamo"
The Books,The Way Out,Free Translator,"24 May 2018, 13:29","experimental,electronic,indie,electronica,indietronica,seen live,folktronica,indie pop,indie rock,folk"
Bad Moves,Cool Generator - Single,Cool Generator,"24 May 2018, 13:27","indie rock,indie,power pop,under 2000 listeners"
Polar Bear Club,Sometimes Things Just Disappear,Convinced I'm Wrong,"24 May 2018, 13:21","post-hardcore,melodic hardcore,seen live,punk,punk rock,post hardcore,indie,hardcore,pop punk,rock"
Single Mothers,Self Titled,Winter Coats,"24 May 2018, 13:02","hardcore,punk,post-hardcore,hardcore punk,punk rock,seen live,indie,Canadian,canada,noise"
