artist,album,track,listen_date,genre
Death Cab for Cutie,Codes and Keys,"Stay Young, Go Dancing","28 Mar 2019, 01:21","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Geographer,Endless Motion Vol. 1,Age Of Consent,"28 Mar 2019, 01:16","indie pop,electronic,indie,indietronica,seen live,cello,san francisco,american,indie rock,pop"
"Now, Now",Saved,AZ,"28 Mar 2019, 01:13","indie,indie rock,female vocalists,indie pop,alternative,seen live,american,rock,pop,Minnesota"
Swordfish,Rodia,Owen,"28 Mar 2019, 01:09","thrash metal,jazz,indie pop,acoustic,breakbeat,Alt-country,heavy metal,rock,indie rock,australian"
Flor,come out. you're hiding (Deluxe),Hold On,"28 Mar 2019, 01:05","indie,pop,synthpop,alternative,indie rock,seen live,indie pop,rock,punk,hardcore"
Sun June,Years,Young,"27 Mar 2019, 22:52","indie,indie pop,indie rock,pop rock,indiepop,Lo-Fi,indie-folk,bedroom pop"
Crying,Beyond the Fleeting Gales,Wool in The Wash,"27 Mar 2019, 22:48","chiptune,indie,indie rock,punk rock,rock,seen live,power pop,electronic,new york,indie pop"
Hurry,Guided Meditation,Nothing To Say,"27 Mar 2019, 22:43","indie,Lo-Fi,Everyone Everywhere,Philadelphia,under 2000 listeners,Philly,fuzz,5432fun"
Angelo De Augustine,Swim Inside the Moon,"Crazy, Stoned, and Gone","27 Mar 2019, 22:41","singer-songwriter,folk,Lo-Fi,indie,USA,beautiful,indie folk,indie-folk,best album ever,hairy chest"
Frankie Cosmos,Next Thing,Fool,"27 Mar 2019, 22:39","indie pop,Lo-Fi,indie,female vocalists,seen live,female vocalist,indie rock,twee,singer-songwriter,new indie"
Illuminati Hotties,Kiss Yr Frenemies,(You're Better) Than Ever,"27 Mar 2019, 22:32","indie rock,Lo-Fi,los angeles"
cende,#1 Hit Single,What I Want,"27 Mar 2019, 22:27","power pop,powerpop,indierock"
Ed Sheeran,Perfect Symphony (Ed Sheeran & Andrea Bocelli),Perfect Symphony (Ed Sheeran & Andrea Bocelli),"27 Mar 2019, 20:30","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Queen,A Night At The Opera (Deluxe Remastered Version),Love Of My Life - Remastered 2011,"27 Mar 2019, 20:25","classic rock,rock,80s,hard rock,glam rock,british,Queen,70s,pop,Progressive rock"
Queen,Jazz (Deluxe Remastered Version),Fat Bottomed Girls - Remastered 2011,"27 Mar 2019, 20:20","classic rock,rock,80s,hard rock,glam rock,british,Queen,70s,pop,Progressive rock"
The Hotelier,"Home, Like Noplace Is There",The Scope Of All Of This,"27 Mar 2019, 20:18","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
blink-182,Take Off Your Pants and Jacket,Stay Together for the Kids,"27 Mar 2019, 20:14","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
The 1975,"I Like It When You Sleep, For You Are So Beautiful Yet So Unaware Of It",The Sound,"27 Mar 2019, 19:51","indie,indie rock,seen live,british,alternative,Manchester,rock,alternative rock,indie pop,pop"
Fall Out Boy,From Under the Cork Tree,"Sugar, We're Goin Down","27 Mar 2019, 19:47","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
The Hotelier,"Home, Like Noplace Is There",Your Deep Rest,"27 Mar 2019, 19:44","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
fun.,Aim and Ignite (Deluxe Version),All the Pretty Girls,"27 Mar 2019, 19:40","indie pop,indie,alternative,pop,rock,seen live,american,indie rock,male vocalists,fun"
The Killers,Hot Fuss,Mr. Brightside,"27 Mar 2019, 19:35","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
Joyce Manor,Fake I.D.,Fake I.D.,"27 Mar 2019, 19:33","pop punk,punk,emo,punk rock,indie rock,seen live,indie,rock,jortscore,Pop-punk"
Say Anything,Is A Real Boy,The Futile,"27 Mar 2019, 19:30","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Say Anything,Is A Real Boy,Alive with the Glory of Love,"27 Mar 2019, 19:26","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Left At London,The Purple Heart,I-Thought-You-Said,"27 Mar 2019, 19:24","indie,alternative,pop,indie pop,seattle,twee pop,rnb,queer,alternative pop,lgbt"
Left At London,The Purple Heart,Les Funérailles (Prologue),"27 Mar 2019, 19:21","indie,alternative,pop,indie pop,seattle,twee pop,rnb,queer,alternative pop,lgbt"
Left At London,The Purple Heart,Felt Like I Had Died,"27 Mar 2019, 19:18","indie,alternative,pop,indie pop,seattle,twee pop,rnb,queer,alternative pop,lgbt"
Left At London,The Purple Heart,My Eyes Are Going Anyway,"27 Mar 2019, 19:13","indie,alternative,pop,indie pop,seattle,twee pop,rnb,queer,alternative pop,lgbt"
Left At London,"Transgender Street Legend, Vol. 1",Waiting on a Ghost,"27 Mar 2019, 19:10","indie,alternative,pop,indie pop,seattle,twee pop,rnb,queer,alternative pop,lgbt"
Left At London,"Transgender Street Legend, Vol. 1",I Split My Ribs Open,"27 Mar 2019, 19:07","indie,alternative,pop,indie pop,seattle,twee pop,rnb,queer,alternative pop,lgbt"
Left At London,I Don't Trust U Anymore,I Don't Trust U Anymore,"27 Mar 2019, 19:04","indie,alternative,pop,indie pop,seattle,twee pop,rnb,queer,alternative pop,lgbt"
Left At London,"Transgender Street Legend, Vol. 1",Revolution Lover,"27 Mar 2019, 19:02","indie,alternative,pop,indie pop,seattle,twee pop,rnb,queer,alternative pop,lgbt"
Panucci's Pizza,All The Toppings,Naruto Themed Sexting,"27 Mar 2019, 19:00","emo,math rock,indie,Philadelphia,indie rock,seen live,punk,acoustic,math pop,dads"
Left At London,"Transgender Street Legend, Vol. 1",Revolution Lover,"27 Mar 2019, 19:00","indie,alternative,pop,indie pop,seattle,twee pop,rnb,queer,alternative pop,lgbt"
Wilco,Yankee Hotel Foxtrot,Ashes of American Flags,"27 Mar 2019, 18:20","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Fightboat,"27 Mar 2019, 18:06","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Heartbeat In The Brain,"27 Mar 2019, 18:00","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
Deer Leap,Are Here to Help You,Coffee And Keys,"27 Mar 2019, 17:56","post-rock,emo,indie,indie rock,indiemo,seen live,alternative,post rock,instrumental,atmospheric"
Deer Leap,Are Here to Help You,To Moscow And Quickly,"27 Mar 2019, 17:51","post-rock,emo,indie,indie rock,indiemo,seen live,alternative,post rock,instrumental,atmospheric"
Deer Leap,Are Here to Help You,We Are Not Who We Are,"27 Mar 2019, 17:47","post-rock,emo,indie,indie rock,indiemo,seen live,alternative,post rock,instrumental,atmospheric"
Deer Leap,Are Here to Help You,Learned In People,"27 Mar 2019, 17:46","post-rock,emo,indie,indie rock,indiemo,seen live,alternative,post rock,instrumental,atmospheric"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Getting Sodas,"27 Mar 2019, 17:39","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Low Light Assembly,"27 Mar 2019, 17:36","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Gig Life,"27 Mar 2019, 17:33","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Ultimate Steve,"27 Mar 2019, 17:29","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",The Layers Of Skin We Drag Around,"27 Mar 2019, 17:27","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",You Will Never Go To Space,"27 Mar 2019, 17:25","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Picture Of A Tree That Doesn't Look Okay,"27 Mar 2019, 17:21","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Fightboat,"27 Mar 2019, 17:18","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
Pet Symmetry,Two Songs About Cars. Two Songs With Long Titles.,A Detailed and Poetic Physical Threat to the Person Who Intentionally Vandalized my 1994 Dodge Intrepid Behind Kate's Apartment,"27 Mar 2019, 17:14","emo,pop punk,power pop,punk,indie,indie rock,midwest emo,seen live,pop,alternative rock"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Heartbeat In The Brain,"27 Mar 2019, 17:13","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
The World Is a Beautiful Place & I Am No Longer Afraid to Die,"Whenever, If Ever",Blank #9,"27 Mar 2019, 17:10","emo,post-rock,indie,indie rock,Twinkle daddies,seen live,post rock,midwest emo,post-hardcore,indie pop"
Pet Symmetry,Two Songs About Cars. Two Songs With Long Titles.,A Detailed and Poetic Physical Threat to the Person Who Intentionally Vandalized my 1994 Dodge Intrepid Behind Kate's Apartment,"27 Mar 2019, 15:49","emo,pop punk,power pop,punk,indie,indie rock,midwest emo,seen live,pop,alternative rock"
lunar vacation,Swell,Blue Honey,"27 Mar 2019, 15:46","indie,female vocalists,dream pop,rock"
Metric,Fantasies,Help I'm Alive,"27 Mar 2019, 15:42","indie,indie rock,female vocalists,Canadian,alternative,seen live,rock,indie pop,electronic,alternative rock"
Yusuf / Cat Stevens,Tea for the Tillerman,Father And Son,"27 Mar 2019, 15:38","Cat Stevens,under 2000 listeners"
Field Medic,used 2 be a romantic / henna tattoo,used 2 be a romantic,"27 Mar 2019, 15:21","folk,Lo-Fi,folk rock,indie folk"
Beach Bunny,Crybaby,Boys,"27 Mar 2019, 15:17","indie,rock,indie pop,indie rock,pop rock,cute"
Tiny Moving Parts,For the Sake of Brevity / Fish Bowl,For The Sake Of Brevity,"27 Mar 2019, 15:14","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Algernon Cadwallader,Some Kind of Cadwallader,Casual Discussion In A Dome Between Two Temples,"27 Mar 2019, 14:50","emo,math rock,indie,indie rock,seen live,midwest emo,Kinsella-esque,Twinkle daddies,post-hardcore,indiemo"
Sister Nancy,One Two,Bam Bam,"27 Mar 2019, 13:36","reggae,dancehall,jamaica,dub,roots,female vocalists,jamaican,rub-a-dub,female dancehall,80s"
System of a Down,Mezmerize,B.Y.O.B.,"27 Mar 2019, 13:21","metal,alternative metal,rock,Nu Metal,alternative,hard rock,seen live,alternative rock,System of a Down,Nu-metal"
Forests,Spending Eternity In A Japanese Convenience Store,Kawaii Hawaii,"27 Mar 2019, 13:17","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Chinese Football,Chinese Football,Goalkeeper,"26 Mar 2019, 20:43","emo,math rock,chinese,post-rock,indie rock,indie,midwest emo,post-emo,alternative,Progressive rock"
Chinese Football,Here Comes A New Challenger!,Electronic girl,"26 Mar 2019, 20:38","emo,math rock,chinese,post-rock,indie rock,indie,midwest emo,post-emo,alternative,Progressive rock"
Forests,Sun Eat Moon Grave Party,Cup of Tea,"26 Mar 2019, 20:33","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Sun Eat Moon Grave Party,"Who Cares, Really?","26 Mar 2019, 20:29","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Sun Eat Moon Grave Party,Tamago,"26 Mar 2019, 20:25","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Sun Eat Moon Grave Party,Feels Like Your Best Friend Is Going Away Forever,"26 Mar 2019, 20:23","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Sun Eat Moon Grave Party,Goldfish,"26 Mar 2019, 20:19","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Sun Eat Moon Grave Party,What The Magic Is?,"26 Mar 2019, 20:15","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Sun Eat Moon Grave Party,Biting Straws,"26 Mar 2019, 20:11","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Forests,Sun Eat Moon Grave Party,You Seem A Little Anxious,"26 Mar 2019, 20:07","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Prawn,Ships,Two Ships,"26 Mar 2019, 20:00","emo,post-rock,indie,indie rock,post-hardcore,seen live,midwest emo,rock,new jersey,math rock"
Prawn,Ships,Praxis,"26 Mar 2019, 19:18","emo,post-rock,indie,indie rock,post-hardcore,seen live,midwest emo,rock,new jersey,math rock"
Prawn,Ships,Spring River,"26 Mar 2019, 19:13","emo,post-rock,indie,indie rock,post-hardcore,seen live,midwest emo,rock,new jersey,math rock"
Prawn,Ships,Donald Domesky,"26 Mar 2019, 19:09","emo,post-rock,indie,indie rock,post-hardcore,seen live,midwest emo,rock,new jersey,math rock"
Prawn,Ships,Grass and Bones,"26 Mar 2019, 19:05","emo,post-rock,indie,indie rock,post-hardcore,seen live,midwest emo,rock,new jersey,math rock"
Prawn,Ships,Costa Rica,"26 Mar 2019, 19:00","emo,post-rock,indie,indie rock,post-hardcore,seen live,midwest emo,rock,new jersey,math rock"
Weaves,Weaves,Birds & Bees,"26 Mar 2019, 18:03","seen live,indie,indie rock,canada,electronic,punk,experimental,female vocalists,Garage Rock,toronto"
Laura Stevenson,The Mystic & The Master,Maker Of Things,"26 Mar 2019, 18:00","seen live,folk,indie,indie rock,singer-songwriter,indie folk,acoustic,female vocalists,indie pop,USA"
Little Junior,Hi,Buzz Off,"26 Mar 2019, 17:58","blues,seen live,indie,indie pop,power pop,pop punk,All,spotify,sunbilly"
The Dodos,Certainty Waves,Forum,"26 Mar 2019, 17:54","folk,indie,seen live,indie folk,acoustic,indie pop,indie rock,american,san francisco,alternative"
Caracara,Better,Better,"26 Mar 2019, 17:48","seen live,shoegaze,american,FUCKING AWESOME,bands that would eat children if only they could fit a whole one inside their mouths,distorted emotional music"
Death Cab for Cutie,Transatlanticism,Expo '86,"26 Mar 2019, 17:44","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Briston Maroney,Carnival,Freakin' Out on the Interstate,"26 Mar 2019, 17:40",
Gloom,The Musical Stylings of...,"I Usually Call This One ""Dying""","26 Mar 2019, 17:38","Crust,black metal,depressive black metal,Gothic Metal,crasher crust,japanese,crust punk,punk,hardcore,hardcore punk"
End of a Year,You Are Beneath Me,Composite Character,"26 Mar 2019, 17:36","post-hardcore,hardcore,emo,seen live,screamo,punk,DC hardcore,hardcore punk,american,new york"
Girlpool,Before The World Was Big,Cherry Picking,"26 Mar 2019, 17:32","Lo-Fi,indie pop,seen live,indie,female vocalists,pop,indie rock,California,los angeles,meh"
Panucci's Pizza,All The Toppings,Naruto Themed Sexting,"26 Mar 2019, 17:29","emo,math rock,indie,Philadelphia,indie rock,seen live,punk,acoustic,math pop,dads"
Forests,Sun Eat Moon Grave Party,Tamago,"26 Mar 2019, 17:29","indie,math rock,emo,indie rock,singapore,noise,taiwan,taiwanese,sweater punk,electronic"
Name Taken,Blood and Bones,Blood and Bones,"26 Mar 2019, 17:26","emo,rock,indie,pop punk,punk,seen live,alternative,punk rock,screamo,alternative rock"
Slow Caves,Falling Through the Clouds,Falling Through the Clouds,"26 Mar 2019, 17:22","indie rock,Fort Collins"
Tiny Moving Parts,Swell,Feel Alive,"26 Mar 2019, 17:19","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
The Hotelier,"Home, Like Noplace Is There",Your Deep Rest,"26 Mar 2019, 17:13","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Billie Eilish,Wish You Were Gay,wish you were gay,"26 Mar 2019, 17:13","pop,indie pop,electronic,indie,female vocalists,alternative,electropop,seen live,american,alternative rnb"
Billie Eilish,When The Party's Over,when the party's over,"26 Mar 2019, 16:51","pop,indie pop,electronic,indie,female vocalists,alternative,electropop,seen live,american,alternative rnb"
Tigers Jaw,Spin,Guardian,"25 Mar 2019, 20:57","emo,pop punk,indie rock,indie,rock,seen live,punk,punk rock,Pop-punk,alternative rock"
Tigers Jaw,Spin,Guardian,"25 Mar 2019, 17:12","emo,pop punk,indie rock,indie,rock,seen live,punk,punk rock,Pop-punk,alternative rock"
Mom Jeans.,Best Buds,Poor Boxer Shorts,"25 Mar 2019, 17:09","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
The Wonder Years,No Closer To Heaven,I Don't Like Who I Was Then,"25 Mar 2019, 17:04","pop punk,melodic hardcore,seen live,punk,beardcore,melodic punk,Easycore,punk rock,hardcore,Pop-punk"
Weatherbox,American Art,Trippin' the Life Fantastic,"25 Mar 2019, 16:58","seen live,indie,indie rock,emo,rock,alternative,san diego,alternative rock,experimental,Love"
Chinese Football,Here Comes A New Challenger!,Electronic girl,"24 Mar 2019, 22:33","emo,math rock,chinese,post-rock,indie rock,indie,midwest emo,post-emo,alternative,Progressive rock"
Otis Redding,The Great Otis Redding Sings Soul Ballads,Chained And Bound,"24 Mar 2019, 18:18","soul,rhythm and blues,blues,60s,oldies,motown,rnb,Southern Soul,stax,american"
LCD Soundsystem,Sound Of Silver,All My Friends,"24 Mar 2019, 18:10","electronic,indie,seen live,dance,electronica,alternative,electro,indie rock,dance punk,dance-punk"
The Speed of Sound in Seawater,First Contact,Winter Solstice Baby,"24 Mar 2019, 18:06","math rock,math pop,indie rock,emo,indie,post-hardcore,experimental,rock,american,indiemo"
Pet Symmetry,PETS HOUNDS,My Exhausted Month (of May),"24 Mar 2019, 18:04","emo,pop punk,power pop,punk,indie,indie rock,midwest emo,seen live,pop,alternative rock"
Pet Symmetry,Vision,You & Me & Mt. Hood,"24 Mar 2019, 18:01","emo,pop punk,power pop,punk,indie,indie rock,midwest emo,seen live,pop,alternative rock"
Pet Symmetry,Two Songs About Cars. Two Songs With Long Titles.,"Please Don't Tell My Father That I Used His 1996 Honda Accord to Destroy The Town of Willow Grove, Pennsylvania in 2002","24 Mar 2019, 17:59","emo,pop punk,power pop,punk,indie,indie rock,midwest emo,seen live,pop,alternative rock"
Pet Symmetry,Two Songs About Cars. Two Songs With Long Titles.,A Detailed and Poetic Physical Threat to the Person Who Intentionally Vandalized my 1994 Dodge Intrepid Behind Kate's Apartment,"24 Mar 2019, 17:56","emo,pop punk,power pop,punk,indie,indie rock,midwest emo,seen live,pop,alternative rock"
Microwave,"but not often,","but not often,","24 Mar 2019, 17:53","rock,vietnamese,emo,Nu Metal,alternative rock,vietnam,indie rock,seen live,indie,punk"
The Hotelier,"Home, Like Noplace Is There",Your Deep Rest,"24 Mar 2019, 17:18","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
blink-182,Neighborhoods (Deluxe Version),Natives,"24 Mar 2019, 17:14","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Algernon Cadwallader,Some Kind of Cadwallader,Casual Discussion In A Dome Between Two Temples,"24 Mar 2019, 17:12","emo,math rock,indie,indie rock,seen live,midwest emo,Kinsella-esque,Twinkle daddies,post-hardcore,indiemo"
Sorority Noise,You're Not As _____ As You Think,Disappeared,"24 Mar 2019, 17:09","emo,indie rock,punk,indie,seen live,rock,alternative rock,connecticut,Dope,indie punk"
Tiny Moving Parts,Pleasant Living,Always Focused,"24 Mar 2019, 17:06","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Foxing,The Albatross,Rory,"24 Mar 2019, 17:02","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
The Hotelier,"Home, Like Noplace Is There",An Introduction to the Album,"24 Mar 2019, 16:58","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Free Throw,Those Days Are Gone,Pallet Town,"24 Mar 2019, 16:54","emo,punk,Twinkle daddies,midwest emo,seen live,indie,math rock,indie rock,twinkly,Unreasonably Rad"
Fall Out Boy,From Under the Cork Tree,"Sugar, We're Goin Down","24 Mar 2019, 16:50","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Mom Jeans.,Best Buds,Edward 40hands,"24 Mar 2019, 16:46","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Sorority Noise,Forgettable,Dirty Ickes,"24 Mar 2019, 16:44","emo,indie rock,punk,indie,seen live,rock,alternative rock,connecticut,Dope,indie punk"
Dashboard Confessional,"A Mark, A Mission, A Brand, A Scar",Hands Down,"24 Mar 2019, 16:41","emo,indie,acoustic,rock,alternative,seen live,indie rock,alternative rock,punk,dashboard confessional"
Fall Out Boy,From Under the Cork Tree,Of All the Gin Joints in All the World,"24 Mar 2019, 16:37","pop punk,rock,emo,alternative,punk,seen live,punk rock,alternative rock,indie,Fall Out Boy"
Mom Jeans.,Puppy Love,near death fail comp (must watch til end),"24 Mar 2019, 16:34","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
blink-182,blink-182,Feeling This,"24 Mar 2019, 16:31","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Say Anything,Is A Real Boy,The Futile,"24 Mar 2019, 16:28","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Neck Deep,Rain in July,A Part of Me (ft. Laura Whiteside),"24 Mar 2019, 16:25","pop punk,punk rock,rock,hardcore,alternative rock,punk,seen live,melodic hardcore,british,Straight Edge"
Sorority Noise,You're Not As _____ As You Think,No Halo,"24 Mar 2019, 16:22","emo,indie rock,punk,indie,seen live,rock,alternative rock,connecticut,Dope,indie punk"
The Hotelier,Goodness,Two Deliverances,"24 Mar 2019, 16:18","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
The Hotelier,"Home, Like Noplace Is There",Dendron,"24 Mar 2019, 16:12","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,emo revival,american"
Tigers Jaw,Spin,Guardian,"24 Mar 2019, 16:07","emo,pop punk,indie rock,indie,rock,seen live,punk,punk rock,Pop-punk,alternative rock"
Say Anything,Is A Real Boy,Every Man Has a Molly,"24 Mar 2019, 16:04","seen live,indie,alternative,rock,emo,indie rock,pop punk,punk,alternative rock,Say Anything"
Foxing,The Albatross,The Medic,"24 Mar 2019, 16:01","emo,post-rock,math rock,indie,midwest emo,seen live,indie rock,rock,post-hardcore,alternative rock"
Japanese Breakfast,Soft Sounds From Another Planet,Boyish,"24 Mar 2019, 15:57","dream pop,seen live,indie,Lo-Fi,indie pop,indie rock,female vocalists,USA,pop,Pennsylvania"
Modern Baseball,Holy Ghost,Wedding Singer,"24 Mar 2019, 15:55","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Sorority Noise,Forgettable,"Blonde Hair, Black Lungs","24 Mar 2019, 15:52","emo,indie rock,punk,indie,seen live,rock,alternative rock,connecticut,Dope,indie punk"
Tiny Moving Parts,Swell,Feel Alive,"24 Mar 2019, 15:48","emo,math rock,post-hardcore,screamo,midwest emo,seen live,indie rock,indie,Progressive,pop punk"
Mom Jeans.,Best Buds,Poor Boxer Shorts,"24 Mar 2019, 15:44","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Mom Jeans.,Mom Jeans. on Audiotree Live,Vape Nation - Audiotree Live Version,"24 Mar 2019, 15:40","emo,midwest emo,indie,punk,sparklepunk,indie rock,pop punk,twinkly,seen live,math rock"
Jimmy Eat World,Clarity (Expanded Edition),Sweetness,"24 Mar 2019, 15:35","rock,alternative,emo,alternative rock,seen live,indie,indie rock,punk,pop punk,punk rock"
CoVet,effloresce,shibuya (feat. San Holo),"24 Mar 2019, 15:24","math rock,post-rock,instrumental,rock,indie rock,USA,post rock,adventure rock,indie,emo"
TV Girl,French Exit,Birds Dont Sing,"24 Mar 2019, 15:20","Lo-Fi,indie,chillwave,indie pop,pop,san diego,american,dream pop,BIRP,seen live"
Cottonwood Firing Squad,SIX,Caskets,"24 Mar 2019, 15:20","indie,folk,experimental,psychedelic"
TV Girl,French Exit,Birds Dont Sing,"24 Mar 2019, 15:17","Lo-Fi,indie,chillwave,indie pop,pop,san diego,american,dream pop,BIRP,seen live"
The Preatures,Blue Planet Eyes,It Gets Better,"24 Mar 2019, 15:17","indie pop,indie,indie rock,seen live,soul,female vocalists,australian,australia,pop,rock"
The Preatures,Blue Planet Eyes,It Gets Better,"24 Mar 2019, 15:13","indie pop,indie,indie rock,seen live,soul,female vocalists,australian,australia,pop,rock"
Darwin Deez,Double Down,Last Cigarette,"24 Mar 2019, 15:11","indie,indie pop,seen live,electronic,experimental,pop,american,alternative,indie rock,USA"
We Are Scientists,Brain Thrust Mastery,After Hours,"24 Mar 2019, 15:07","indie,indie rock,seen live,rock,alternative,alternative rock,american,indie pop,we are scientists,post-punk"
Japandroids,Celebration Rock,Fire's Highway,"24 Mar 2019, 15:02","noise rock,seen live,Garage Rock,indie,indie rock,Canadian,shoegaze,alternative rock,rock,alternative"
Jukebox the Ghost,Jukebox the Ghost,Postcard,"24 Mar 2019, 14:58","indie pop,seen live,indie,piano rock,indie rock,piano,rock,alternative,pop,male vocalists"
Bellows,Fist & Palm,Orange Juice,"24 Mar 2019, 14:55","experimental,drone,Lo-Fi,abstract,electronic,seen live,pop,ambient,indie pop,field recordings"
All Get Out,The Season,Lucky Bastard,"24 Mar 2019, 14:52","indie rock,indie,seen live,rock,folk,alternative rock,post-hardcore,south carolina,sounds so sincere I could die,alternative"
The 1975,The 1975,Sex,"24 Mar 2019, 14:48","indie,indie rock,seen live,british,alternative,Manchester,rock,alternative rock,indie pop,pop"
Eternity Forever,Fantasy,Fantasy,"24 Mar 2019, 14:45","math rock,rnb,soul,Progressive rock,funk,american,Neo Soul,Neo-Soul,Funk Rock,mathrock"
lunar vacation,Swell,Blue Honey,"24 Mar 2019, 14:42","indie,female vocalists,dream pop,rock"
It Looks Sad.,Sky Lake,Bike,"24 Mar 2019, 14:40","emo,post-punk,electronic,indie,indie rock,shoegaze,punk,jangle pop,dream pop,american"
Best Coast,California Nights,Feeling OK,"24 Mar 2019, 14:36","Lo-Fi,indie,seen live,garage pop,female vocalists,beach rock,indie pop,surf rock,surf pop,indie rock"
