artist,album,song,listen_date,genre
Tokyo Police Club,Forcefield,"Argentina, Pts. I, II, III","21 Sep 2017, 20:14","indie rock,indie,seen live,Canadian,post-punk,alternative,rock,alternative rock,canada,Post punk"
Urban Cone,Polaroid Memories,Come Back to Me,"21 Sep 2017, 20:12","indie,swedish,electronic,seen live,dance,electronica,alternative,indie pop,indie rock,electro"
Boyce Avenue,"New Acoustic Sessions, Vol. 2",For the First Time,"21 Sep 2017, 20:07","acoustic,alternative,rock,indie,youtube,cover,alternative rock,pop rock,seen live,boyce avenue"
Modern Baseball,Holy Ghost,Holy Ghost,"21 Sep 2017, 20:05","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Goo Goo Dolls,Dizzy Up the Girl,Slide,"21 Sep 2017, 20:01","rock,alternative rock,alternative,90s,pop,seen live,indie,goo goo dolls,pop rock,american"
Mumford & Sons,Babel (Deluxe Edition),I Will Wait,"21 Sep 2017, 19:56","folk,indie,british,acoustic,seen live,bluegrass,indie folk,folk rock,alternative,Alt-country"
Ed Sheeran,+,The City,"21 Sep 2017, 19:28","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
The Front Bottoms,Rose,Be Nice to Me,"21 Sep 2017, 19:25","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
The Front Bottoms,Rose,Flying Model Rockets,"21 Sep 2017, 19:22","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
The Front Bottoms,Talon of the Hawk,Skeleton,"21 Sep 2017, 19:19","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
John Mayer,Paradise Valley,Who You Love,"21 Sep 2017, 19:14","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
John Mayer,Continuum,Waiting on the World to Change,"21 Sep 2017, 19:11","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
John Mayer,Continuum,Gravity,"21 Sep 2017, 19:07","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
John Mayer,Continuum,The Heart of Life,"21 Sep 2017, 18:47","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
John Mayer,Continuum,Slow Dancing in a Burning Room,"21 Sep 2017, 18:43","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
John Mayer,Continuum,Dreaming With a Broken Heart,"21 Sep 2017, 18:39","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
John Mayer,Continuum,In Repair,"21 Sep 2017, 18:33","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
Two Door Cinema Club,Beacon (Deluxe Version),Wake Up,"21 Sep 2017, 18:29","indie,electronic,british,alternative,seen live,synth indie rock,indie rock,indie pop,irish,rock"
Vampire Weekend,Vampire Weekend,Walcott,"21 Sep 2017, 18:28","indie,indie rock,indie pop,seen live,alternative,rock,american,pop,alternative rock,new york"
Vampire Weekend,Vampire Weekend,One (Blake's Got a New Face),"21 Sep 2017, 18:24","indie,indie rock,indie pop,seen live,alternative,rock,american,pop,alternative rock,new york"
Maroon 5,V (Deluxe),Sugar,"21 Sep 2017, 18:20","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
Omi,Cheerleader (Felix Jaehn Remix Radio Edit),Cheerleader - Felix Jaehn Remix Radio Edit,"21 Sep 2017, 18:17","reggae,hardcore,electronic,dance,jamaican,pop,Gabber,hardcore techno,omi,Hip-Hop"
Omi,Cheerleader (Remixes),Cheerleader,"21 Sep 2017, 18:16","reggae,hardcore,electronic,dance,jamaican,pop,Gabber,hardcore techno,omi,Hip-Hop"
Mineral,The Power of Failing,Gloria,"21 Sep 2017, 18:10","emo,indie,midwest emo,indie rock,post-emo,rock,alternative,real emo,emocore,post-hardcore"
Christie Front Drive,S/T,Radio,"21 Sep 2017, 18:06","emo,midwest emo,indie,indie rock,indie emo,post-hardcore,90s emo,american,post-emo,indiemo"
The Appleseed Cast,Sagarmatha,As the Little Things Go,"21 Sep 2017, 18:02","post-rock,indie,indie rock,emo,seen live,alternative,rock,post rock,experimental,alternative rock"
Purity Ring,Shrines,Fineshrine,"21 Sep 2017, 17:58","electronic,experimental,chillwave,indie pop,indie,seen live,synthpop,witch house,Canadian,dream pop"
Purity Ring,Begin Again,Begin Again,"21 Sep 2017, 17:54","electronic,experimental,chillwave,indie pop,indie,seen live,synthpop,witch house,Canadian,dream pop"
Purity Ring,Push Pull,Push Pull,"21 Sep 2017, 15:42","electronic,experimental,chillwave,indie pop,indie,seen live,synthpop,witch house,Canadian,dream pop"
Lily Allen,"It's Not Me, It's You",Fuck You,"21 Sep 2017, 15:39","pop,female vocalists,british,britpop,singer-songwriter,seen live,ska,indie,Lily Allen,alternative"
The Front Bottoms,Talon of the Hawk,Funny You Should Ask,"21 Sep 2017, 15:35","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
The Front Bottoms,The Front Bottoms,Rhode Island,"21 Sep 2017, 15:32","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
Coheed and Cambria,"Good Apollo, I'm Burning Star IV, Volume One: From Fear Through The Eyes of Madness",The Suffering,"21 Sep 2017, 15:28","Progressive rock,seen live,rock,alternative,emo,indie,alternative rock,Progressive,metal,punk"
TTNG,Animals,Elk,"21 Sep 2017, 15:22","seen live,math rock,indie,emo,indie rock,Progressive rock,rock,british,alternative rock,experimental"
Modern Baseball,You're Gonna Miss It All,Broken Cash Machine,"21 Sep 2017, 15:20","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Modern Baseball,You're Gonna Miss It All,Rock Bottom,"21 Sep 2017, 15:18","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
Frank Ocean,channel ORANGE,Crack Rock,"21 Sep 2017, 15:15","rnb,soul,Hip-Hop,r&b,ofwgkta,Neo-Soul,seen live,alternative rnb,hip hop,american"
The Front Bottoms,Rose,Lipstick Covered Magnet,"21 Sep 2017, 12:51","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
Modern Baseball,Sports,The Weekend,"21 Sep 2017, 12:48","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
The Front Bottoms,Talon of the Hawk,Peach,"21 Sep 2017, 12:44","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
The Front Bottoms,Rose,Jim Bogart,"21 Sep 2017, 12:41","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
Modern Baseball,Sports,Re-Do,"21 Sep 2017, 12:38","emo,pop punk,indie,punk,seen live,indie rock,Pop-punk,Philadelphia,punk rock,USA"
American Football,American Football,Never Meant,"21 Sep 2017, 12:34","emo,indie,math rock,indie rock,midwest emo,indie pop,kinsella,alternative,rock,american"
American Football,American Football,I'll See You When We're Both Not So Emotional,"21 Sep 2017, 12:30","emo,indie,math rock,indie rock,midwest emo,indie pop,kinsella,alternative,rock,american"
Maroon 5,Songs About Jane,Sunday Morning,"21 Sep 2017, 01:50","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
Joyce Manor,Never Hungover Again,The Jerk,"20 Sep 2017, 21:39","punk,pop punk,emo,punk rock,indie rock,seen live,indie,rock,jortscore,Pop-punk"
The Front Bottoms,Back On Top,2YL,"20 Sep 2017, 21:34","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
The Mowgli's,Waiting For The Dawn,San Francisco,"20 Sep 2017, 21:32","indie,folk,rock,alternative,seen live,indie rock,american,indie folk,indie pop,twinkling tones"
The Killers,Hot Fuss,Somebody Told Me,"20 Sep 2017, 21:28","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
Macklemore & Ryan Lewis,The Heist,Ten Thousand Hours,"20 Sep 2017, 21:24","Hip-Hop,rap,seen live,underground hip-hop,underground rap,seattle,hip hop,american,pop,male vocalists"
The Preatures,Blue Planet Eyes,It Gets Better,"20 Sep 2017, 21:20","indie pop,indie,indie rock,seen live,soul,female vocalists,australian,australia,pop,rock"
Two Door Cinema Club,Tourist History,What You Know,"20 Sep 2017, 21:17","indie,electronic,british,alternative,seen live,synth indie rock,indie rock,indie pop,irish,rock"
The Front Bottoms,Rose,12 Feet Deep,"20 Sep 2017, 21:14","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
Ke$ha,Warrior (Deluxe Version),Die Young,"20 Sep 2017, 21:10","pop,dance,electropop,female vocalists,electronic,american,kesha,whorecore,seen live,female vocalist"
The Hotelier,Goodness,Piano Player,"20 Sep 2017, 21:04","emo,pop punk,indie rock,midwest emo,seen live,indie,punk,post-hardcore,american,emo revival"
Two Door Cinema Club,Tourist History,What You Know,"20 Sep 2017, 21:01","indie,electronic,british,alternative,seen live,synth indie rock,indie rock,indie pop,irish,rock"
*NSYNC,No Strings Attached,It's Gonna Be Me,"20 Sep 2017, 20:50","pop,boybands,90s,dance,seen live,boy band,american,teen pop,nsync,male vocalists"
Olly Murs,Right Place Right Time (Deluxe),Dance with Me Tonight,"20 Sep 2017, 20:47","pop,british,male vocalists,X factor,indie,seen live,olly murs,indie pop,alternative,UK"
Matchbox Twenty,Yourself or Someone Like You,3AM,"20 Sep 2017, 20:43","rock,alternative rock,alternative,90s,pop,pop rock,seen live,matchbox twenty,american,indie"
Deer Tick,Born On Flag Day,Smith Hill,"20 Sep 2017, 20:40","folk,Alt-country,indie,seen live,singer-songwriter,americana,indie folk,Recommended,kickasstic,pay attention"
Andy Grammer,Magazines Or Novels,"Honey, I'm Good.","20 Sep 2017, 20:37","pop,singer-songwriter,acoustic,seen live,los angeles,american,Mellow,happy,male vocalist,male vocalists"
The Mowgli's,Waiting For The Dawn,Time,"20 Sep 2017, 20:34","indie,folk,rock,alternative,seen live,indie rock,american,indie folk,indie pop,twinkling tones"
The Killers,Sam's Town,When You Were Young,"20 Sep 2017, 20:31","indie,rock,indie rock,alternative,alternative rock,seen live,The Killers,pop,american,britpop"
Evan and Jaron,evan and jaron,Crazy For This Girl,"20 Sep 2017, 20:27","pop,acoustic,singer-songwriter,pop rock,acoustic pop,90s,seen live,rock,alternative,american"
Ed Sheeran,+,Autumn Leaves - Deluxe Edition,"20 Sep 2017, 20:24","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Walk the Moon,Shut Up And Dance (Acoustic),Shut Up and Dance - Live Acoustic,"20 Sep 2017, 20:21","indie rock,indie,indie pop,american,seen live,alternative,rock,pop,alternative rock,male vocalists"
The Temper Trap,The Temper Trap,Trembling Hands,"20 Sep 2017, 20:08","indie,indie rock,australian,alternative,seen live,rock,alternative rock,australia,male vocalists,post-punk"
Two Door Cinema Club,Tourist History,Something Good Can Work,"20 Sep 2017, 20:06","indie,electronic,british,alternative,seen live,synth indie rock,indie rock,indie pop,irish,rock"
The xx,xx,VCR,"20 Sep 2017, 20:03","indie,electronic,british,post-punk,seen live,dance,alternative,dream pop,indie pop,indie rock"
Frightened Rabbit,Pedestrian Verse,"Late March, Death March","20 Sep 2017, 19:59","seen live,Scottish,indie,indie rock,folk,folk rock,rock,indie folk,alternative,british"
The Apples in Stereo,New Magnetic Wonder,7 Stars,"20 Sep 2017, 19:55","indie,indie pop,Elephant 6,indie rock,Lo-Fi,seen live,pop,rock,alternative,psychedelic"
Colbie Caillat,Breakthrough (Deluxe Edition),Fallin' for You,"20 Sep 2017, 19:51","female vocalists,pop,acoustic,singer-songwriter,indie,folk,colbie caillat,alternative,american,Mellow"
Green Day,21st Century Breakdown,åÁViva la Gloria!,"20 Sep 2017, 19:48","punk rock,rock,punk,alternative,pop punk,seen live,alternative rock,green day,american,pop"
The Apples in Stereo,New Magnetic Wonder,Sunday Sounds,"20 Sep 2017, 19:45","indie,indie pop,Elephant 6,indie rock,Lo-Fi,seen live,pop,rock,alternative,psychedelic"
Kris Allen,Live Like We're Dying,Live Like We're Dying,"20 Sep 2017, 19:41","American Idol,pop,singer-songwriter,acoustic,male vocalists,rock,kris allen,pop rock,american,male vocalist"
Shaimus,Paper Sun,All Of This,"20 Sep 2017, 19:39","indie rock,indie,rock,Guitar Hero,alternative,alternative rock,pop rock,seen live,soft rock,american"
In-Grid,Passion,Vive Le Swing,"20 Sep 2017, 19:35","dance,french,pop,female vocalists,electronic,italian,eurodance,House,french pop,francais"
Little Comets,Life Is Elsewhere (Spotify Exclusive Preview),A Little Opus,"20 Sep 2017, 19:31","indie,indie rock,british,alternative,indie pop,seen live,rock,pop,Newcastle,AXyETb"
Ed Sheeran,+,Little Bird - Deluxe Edition,"20 Sep 2017, 19:27","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Vampire Weekend,Contra,Holiday,"20 Sep 2017, 19:25","indie,indie rock,indie pop,seen live,alternative,rock,american,pop,alternative rock,new york"
King Charles,LoveBlood,LoveBlood,"20 Sep 2017, 19:22","seen live,indie,british,folk,singer-songwriter,Great Hair,indie pop,pop,london,indie folk"
Florida Georgia Line,Here's to the Good Times,Cruise,"20 Sep 2017, 19:19","country,country rock,Southern Rock,male vocalists,Donald Trump,KKK Country,racist country,scat fetish,fart fetish,the epitome of disgrace"
Justin Timberlake,The 20/20 Experience - 2 of 2,Take Back the Night,"20 Sep 2017, 19:13","pop,rnb,dance,male vocalists,Hip-Hop,Justin Timberlake,seen live,soul,american,hip hop"
Spoon,Transference,Written In Reverse,"20 Sep 2017, 19:01","indie,indie rock,seen live,alternative,rock,indie pop,alternative rock,american,austin,spoon"
The Front Bottoms,The Front Bottoms,Maps,"20 Sep 2017, 18:57","seen live,acoustic,folk,indie,Pop-punk,indie rock,emo,folk punk,rock,pop punk"
Silversun Pickups,Carnavas,Well Thought Out Twinkles,"20 Sep 2017, 18:53","indie rock,indie,alternative,seen live,shoegaze,rock,alternative rock,american,dream pop,indie pop"
Zox,Line In The Sand,Line in the Sand,"20 Sep 2017, 18:48","seen live,ska,alternative,reggae,indie,poppy ska-ey reggae-ey music with a violin,rock,indie rock,alternative rock,Awesome"
Jack Johnson,To The Sea,You And Your Heart,"20 Sep 2017, 18:45","acoustic,singer-songwriter,chill,alternative,rock,folk,indie,Acoustic Rock,seen live,jack johnson"
Vampire Weekend,Contra,Cousins,"20 Sep 2017, 18:42","indie,indie rock,indie pop,seen live,alternative,rock,american,pop,alternative rock,new york"
Two Door Cinema Club,Tourist History,Come Back Home,"20 Sep 2017, 18:39","indie,electronic,british,alternative,seen live,synth indie rock,indie rock,indie pop,irish,rock"
Queen,The Game,Another One Bites the Dust,"20 Sep 2017, 18:35","classic rock,rock,80s,hard rock,glam rock,british,Queen,70s,pop,Progressive rock"
The Fratellis,Costello Music,Henrietta,"20 Sep 2017, 18:32","indie,indie rock,british,rock,alternative,seen live,Scottish,britpop,alternative rock,Garage Rock"
Cake,Fashion Nugget,Daria,"20 Sep 2017, 18:28","alternative,rock,indie,alternative rock,indie rock,seen live,Cake,90s,pop,funk"
One Direction,Up All Night,One Thing,"20 Sep 2017, 18:25","pop,british,one direction,boyband,X factor,pop rock,dance,male vocalists,rock,seen live"
Maroon 5,Overexposed (Deluxe),Payphone,"20 Sep 2017, 15:44","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
blink-182,Enema of the State,Anthem,"20 Sep 2017, 15:39","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Belle and Sebastian,Dear Catastrophe Waitress,I'm a Cuckoo,"20 Sep 2017, 15:35","indie,indie pop,alternative,seen live,indie rock,twee,Scottish,pop,rock,folk"
Mystery Jets,Twenty One,Two Doors Down,"20 Sep 2017, 15:30","indie,seen live,indie rock,british,alternative,britpop,rock,alternative rock,indie pop,london"
Bombay Bicycle Club,A Different Kind of Fix,Shuffle,"20 Sep 2017, 15:26","indie,british,indie rock,seen live,alternative,indie pop,rock,britpop,folk,alternative rock"
Mumford & Sons,Sigh No More,Little Lion Man,"20 Sep 2017, 15:23","folk,indie,british,acoustic,seen live,bluegrass,indie folk,folk rock,alternative,Alt-country"
Frightened Rabbit,The Winter of Mixed Drinks,Swim Until You Can't See Land,"20 Sep 2017, 15:19","seen live,Scottish,indie,indie rock,folk,folk rock,rock,indie folk,alternative,british"
Zox,Take Me Home,Delicious,"20 Sep 2017, 15:15","seen live,ska,alternative,reggae,indie,poppy ska-ey reggae-ey music with a violin,rock,indie rock,alternative rock,Awesome"
Phoenix,Wolfgang Amadeus Phoenix,Rome,"20 Sep 2017, 15:10","indie,french,indie pop,seen live,electronic,rock,indie rock,alternative,pop,alternative rock"
The Mowgli's,Waiting For The Dawn,Leave It Up To Me,"20 Sep 2017, 15:07","indie,folk,rock,alternative,seen live,indie rock,american,indie folk,indie pop,twinkling tones"
Free Energy,Stuck On Nothing,Free Energy,"20 Sep 2017, 14:56","seen live,indie,indie rock,rock,indie pop,alternative,power pop,american,pop,glam rock"
John Mayer,Battle Studies,Who Says,"20 Sep 2017, 14:56","singer-songwriter,acoustic,rock,pop,Acoustic Rock,seen live,blues,alternative,john mayer,male vocalists"
Owl City,The Midsummer Station,Dreams and Disasters,"20 Sep 2017, 14:53","electronic,indie,powerpop,electronica,cute,pop,synthpop,electropop,american,Owl City"
Frank Turner,Tape Deck Heart (Deluxe Edition),The Way I Tend To Be,"20 Sep 2017, 14:49","seen live,folk,singer-songwriter,acoustic,british,indie,folk punk,punk,folk rock,rock"
The White Stripes,White Blood Cells,Dead Leaves and the Dirty Ground,"20 Sep 2017, 14:46","rock,alternative,alternative rock,indie,indie rock,Garage Rock,seen live,blues,blues rock,american"
Matt Nathanson,Modern Love,Modern Love,"20 Sep 2017, 14:43","singer-songwriter,acoustic,indie,Acoustic Rock,rock,seen live,alternative,male vocalists,matt nathanson,pop"
Ray LaMontagne,Supernova,Supernova,"20 Sep 2017, 14:39","folk,singer-songwriter,acoustic,indie,Acoustic Rock,seen live,american,chill,Mellow,male vocalists"
OK Go,Oh No,A Million Ways,"20 Sep 2017, 14:36","indie,indie rock,rock,alternative,seen live,alternative rock,indie pop,pop,american,power pop"
Train,California 37,Bruises,"20 Sep 2017, 14:32","rock,alternative rock,alternative,pop,indie,pop rock,seen live,train,american,90s"
Yuck,Yuck (Deluxe),The Wall,"20 Sep 2017, 14:28","indie rock,shoegaze,Lo-Fi,seen live,alternative,indie pop,indie,noise pop,british,alternative rock"
Pavement,"Crooked Rain, Crooked Rain: LA‰Ûªs Desert Origins",Cut Your Hair,"20 Sep 2017, 14:25","indie,indie rock,Lo-Fi,alternative,rock,seen live,alternative rock,post-punk,90s,indie pop"
Someone Still Loves You Boris Yeltsin,Let It Sway,Sink/Let it Sway,"20 Sep 2017, 14:19","indie,indie pop,seen live,indie rock,Lo-Fi,pop,american,alternative,rock,Missouri"
Coldplay,Prospekt's March EP,Glass of Water,"20 Sep 2017, 14:14","rock,alternative,britpop,alternative rock,indie,british,seen live,Coldplay,pop,indie rock"
Coldplay,Prospekt's March EP,Life in Technicolor II,"20 Sep 2017, 14:10","rock,alternative,britpop,alternative rock,indie,british,seen live,Coldplay,pop,indie rock"
The Walkmen,Heaven,Heaven,"20 Sep 2017, 14:06","seen live,indie,indie rock,rock,alternative,post-punk,alternative rock,american,new york,indie pop"
Cake,Prolonging the Magic,Sheep Go To Heaven,"20 Sep 2017, 14:02","alternative,rock,indie,alternative rock,indie rock,seen live,Cake,90s,pop,funk"
Pete Yorn,musicforthemorningafter,Life On A Chain,"20 Sep 2017, 13:57","singer-songwriter,rock,indie,alternative,indie rock,seen live,alternative rock,folk,acoustic,male vocalists"
The Fratellis,Costello Music,For The Girl,"20 Sep 2017, 13:55","indie,indie rock,british,rock,alternative,seen live,Scottish,britpop,alternative rock,Garage Rock"
Evan and Jaron,evan and jaron,Crazy For This Girl - Acoustic Version,"20 Sep 2017, 13:51","pop,acoustic,singer-songwriter,pop rock,acoustic pop,90s,seen live,rock,alternative,american"
Red Hot Chili Peppers,Californication (Deluxe Version),Around the World,"20 Sep 2017, 13:47","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
Two Door Cinema Club,Tourist History,Come Back Home,"19 Sep 2017, 16:55","indie,electronic,british,alternative,seen live,synth indie rock,indie rock,indie pop,irish,rock"
Train,Train,Meet Virginia - Live,"19 Sep 2017, 16:51","rock,alternative rock,alternative,pop,indie,pop rock,seen live,train,american,90s"
Wilco,Yankee Hotel Foxtrot,I'm the Man Who Loves You,"19 Sep 2017, 16:48","Alt-country,indie,seen live,indie rock,alternative,rock,folk,americana,alternative rock,wilco"
Third Eye Blind,Third Eye Blind,Jumper - 1998 Edit,"19 Sep 2017, 16:43","rock,alternative,alternative rock,90s,seen live,pop,post-grunge,indie,pop rock,third eye blind"
Green Day,International Superhits!,J.A.R. (Jason Andrew Relva),"19 Sep 2017, 15:39","punk rock,rock,punk,alternative,pop punk,seen live,alternative rock,green day,american,pop"
Sufjan Stevens,Illinois,Chicago,"19 Sep 2017, 15:34","indie,folk,singer-songwriter,alternative,indie rock,seen live,indie pop,indie folk,rock,acoustic"
Hoku,Hoku,Another Dumb Blonde,"19 Sep 2017, 15:30","pop,female vocalists,american,teen pop,female,guilty pleasure,female vocalist,Hawaiian,hoku,bubblegum"
Britney Spears,"Ooh La La (From ""The Smurfs 2"")",Ooh La La,"19 Sep 2017, 15:25","pop,dance,female vocalists,Britney Spears,legend,american,seen live,sexy,female,90s"
Cage the Elephant,Cage the Elephant,Ain't No Rest for the Wicked,"19 Sep 2017, 15:22","indie rock,alternative,rock,indie,punk rock,seen live,alternative rock,Garage Rock,american,punk"
The Pigeon Detectives,Wait For Me,I'm Not Sorry,"19 Sep 2017, 15:18","indie,indie rock,british,seen live,britpop,alternative,rock,alternative rock,Leeds,post-punk"
Led Zeppelin,Led Zeppelin II,Ramble On,"19 Sep 2017, 15:14","classic rock,rock,hard rock,70s,Progressive rock,blues rock,british,blues,Led Zeppelin,heavy metal"
Maroon 5,Hands All Over (Deluxe),Misery,"19 Sep 2017, 15:10","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
Maroon 5,Overexposed (Deluxe),Beautiful Goodbye,"19 Sep 2017, 15:06","rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists"
Weezer,Raditude (Deluxe),(If You're Wondering If I Want You To) I Want You To,"19 Sep 2017, 15:02","rock,alternative,alternative rock,indie,indie rock,seen live,emo,power pop,punk,90s"
blink-182,Neighborhoods (Deluxe Explicit Version),Up All Night,"19 Sep 2017, 14:58","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Kait Weston,Stereo Love,Stereo Love,"19 Sep 2017, 14:55",female vocalists
Cage the Elephant,Thank You Happy Birthday,Right Before My Eyes,"19 Sep 2017, 14:53","indie rock,alternative,rock,indie,punk rock,seen live,alternative rock,Garage Rock,american,punk"
Childish Gambino,Kauai,Sober,"19 Sep 2017, 14:49","Hip-Hop,rap,seen live,indie,underground hip-hop,hip hop,american,funk,rnb,alternative hip-hop"
Coldplay,Mylo Xyloto,Charlie Brown,"19 Sep 2017, 14:44","rock,alternative,britpop,alternative rock,indie,british,seen live,Coldplay,pop,indie rock"
The Dandy Warhols,Thirteen Tales from Urban Bohemia,Bohemian Like You,"19 Sep 2017, 14:40","indie,rock,alternative,indie rock,alternative rock,seen live,psychedelic,american,indie pop,Psychedelic Rock"
Ed Sheeran,x (Deluxe Edition),I'm a Mess,"19 Sep 2017, 14:36","acoustic,british,singer-songwriter,easy-listening,Grime,pop,seen live,male vocalists,indie,folk"
Ron Pope,Atlanta,One Grain Of Sand,"19 Sep 2017, 14:33","acoustic,singer-songwriter,indie,piano,piano rock,seen live,american,rock,male vocalists,Love"
Red Hot Chili Peppers,Greatest Hits,Save the Population,"19 Sep 2017, 14:27","rock,alternative rock,alternative,Funk Rock,funk,seen live,Red Hot Chili Peppers,punk,american,indie"
blink-182,Neighborhoods (Deluxe Explicit Version),Natives,"19 Sep 2017, 14:23","punk rock,pop punk,punk,rock,alternative,seen live,Pop-punk,alternative rock,emo,american"
Owl City,Spotify Sessions,Fireflies - Live From Spotify NYC,"19 Sep 2017, 14:17","electronic,indie,powerpop,electronica,cute,pop,synthpop,electropop,american,Owl City"
Two Door Cinema Club,Beacon,Sleep Alone,"19 Sep 2017, 14:14","indie,electronic,british,alternative,seen live,synth indie rock,indie rock,indie pop,irish,rock"
The Joy Formidable,The Big Roar,Cradle,"19 Sep 2017, 14:11","indie rock,seen live,indie,female vocalists,british,rock,shoegaze,alternative rock,alternative,welsh"
Eliza,Eliza Doolittle,Skinny Genes,"19 Sep 2017, 14:05","heavy metal,japanese,eurobeat,indie,rock,80s,female vocalists,jazz,pop,alternative"
Goo Goo Dolls,Dizzy Up the Girl,Broadway,"19 Sep 2017, 14:05","rock,alternative rock,alternative,90s,pop,seen live,indie,goo goo dolls,pop rock,american"
The Fray,How to Save a Life,Over My Head (Cable Car),"19 Sep 2017, 14:01","alternative,rock,piano rock,indie,alternative rock,indie rock,pop rock,seen live,piano,american"
Franz Ferdinand,Tonight: Franz Ferdinand,No You Girls,"19 Sep 2017, 13:56","indie,indie rock,rock,alternative,seen live,britpop,british,alternative rock,Scottish,franz ferdinand"
Coheed and Cambria,In Keeping Secrets of Silent Earth: 3,Blood Red Summer,"19 Sep 2017, 13:52","Progressive rock,seen live,rock,alternative,emo,indie,alternative rock,Progressive,metal,punk"
Metric,Live It Out,Handshakes,"19 Sep 2017, 13:49","indie,indie rock,female vocalists,Canadian,alternative,seen live,rock,indie pop,electronic,alternative rock"
Death Cab for Cutie,Codes and Keys,You Are a Tourist,"19 Sep 2017, 13:44","indie,indie rock,alternative,seen live,rock,emo,indie pop,alternative rock,death cab for cutie,american"
Avicii,TRUE,Hey Brother,"19 Sep 2017, 13:40","House,electronic,dance,Progressive House,electro house,swedish,seen live,electronica,EDM,club"
Arctic Monkeys,Favourite Worst Nightmare (Standard Version),Fluorescent Adolescent,"19 Sep 2017, 13:13","indie rock,indie,british,rock,alternative,seen live,alternative rock,britpop,arctic monkeys,Garage Rock"
Gorillaz,Demon Days,Dirty Harry,"19 Sep 2017, 13:09","alternative,electronic,Hip-Hop,rock,indie,trip-hop,electronica,pop,british,alternative rock"
Angus & Julia Stone,Down the Way,Santa Monica Dream,"19 Sep 2017, 13:03","folk,indie,acoustic,australian,singer-songwriter,seen live,female vocalists,indie folk,alternative,indie pop"
U2,The Joshua Tree (Deluxe Edition Remastered),I Still Haven't Found What I'm Looking For - Remastered 2007,"19 Sep 2017, 12:59","rock,classic rock,irish,pop,alternative,seen live,alternative rock,U2,80s,90s"
Donots,Wake The Dogs,I Don't Wanna Wake Up,"19 Sep 2017, 12:56","seen live,punk rock,punk,german,rock,pop punk,alternative,alternative rock,donots,deutsch"
Portugal. The Man,The Satanic Satanist,People Say,"19 Sep 2017, 12:53","experimental,indie,seen live,indie rock,Progressive,rock,Progressive rock,alternative,psychedelic,american"
Florence + the Machine,Ceremonials (Deluxe Edition),Shake It Out,"19 Sep 2017, 00:47","indie,female vocalists,alternative,british,indie pop,seen live,pop,indie rock,singer-songwriter,folk"
